Parametros,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Pob_Ext_Total_85a89anios,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,305,319,312,323,338,345,361,352,419,445,454,488,527,541,592,548,514,506,491,503,634,742,831
Pob_Ext_Total_90ymasanios,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,177,195,228,225,218,229,242,235,222,223,219,243,234,265,291,311,333,356,380,402,398,396,428
Pob_Ext_Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,25052,33216,41240,49571,57843,66709,77546,85656,87385,87412,85791,81514,77746,78340,80897,84768,90466,98848,109656,116090,118966,130585,141473,154623
Pob_Ext_Hombres_0a4anios,,,,,,,,,,,,,,,,,,,,,,,,,,,,835,1019,1174,1173,1173,1187,1268,1220,1115,995,920,799,738,723,706,766,923,1124,1328,1252,1108,1445,1445,1554
Pob_Ext_Hombres_5a9anios,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,1547,1902,2292,2708,3138,3374,3388,3225,2962,2747,2452,2145,1939,1827,1739,1902,2158,2681,2836,3119,3782,4153,4363
Pob_Ext_Hombres_10a14anios,,,,,,,,,,,,,,,,,,,,,,,,,,,,1165,1579,2017,2427,2911,3377,3932,4298,4602,4656,4721,4553,4306,4042,3820,3728,3658,3583,3718,3648,3565,4361,4955,5776
Pob_Ext_Hombres_15a19anios,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,2122,2730,3330,3905,4540,5267,5783,5940,5913,5690,5643,5623,5877,6088,6333,6683,7310,7594,7197,6901,7247,7718,8402
Pob_Ext_Hombres_20a24anios,,,,,,,,,,,,,,,,,,,,,,,,,,,,2285,3414,4414,5333,6140,7161,8331,8855,8529,7985,7409,6535,5978,6023,6398,7049,7953,9034,10444,10904,11162,12424,13310,14388
Pob_Ext_Hombres_25a29anios,,,,,,,,,,,,,,,,,,,,,,,,,,,,3348,4778,6223,7607,9018,10352,11977,13108,12777,11888,10987,9582,8421,8121,8088,8292,9013,10159,11872,12745,13137,14711,16361,18163
Pob_Ext_Hombres_30a34anios,,,,,,,,,,,,,,,,,,,,,,,,,,,,3765,5000,6245,7702,8966,10493,12512,13932,14094,14246,13490,12266,11061,10560,10309,10513,10828,11706,13081,13817,13875,15267,16619,18743
Pob_Ext_Hombres_35a39anios,,,,,,,,,,,,,,,,,,,,,,,,,,,,3361,4387,5384,6412,7504,8639,10125,11352,11817,12109,12182,11787,11327,11232,11734,12009,12501,13320,14252,14776,14767,15595,16611,17993
Pob_Ext_Hombres_40a44anios,,,,,,,,,,,,,,,,,,,,,,,,,,,,2389,3006,3696,4615,5537,6460,7603,8816,9266,9624,9757,9450,9270,9702,10209,10856,11457,12428,13552,14731,14966,15851,16650,17533
Pob_Ext_Hombres_45a49anios,,,,,,,,,,,,,,,,,,,,,,,,,,,,1728,2204,2648,3164,3724,4303,5029,5707,6140,6486,6757,6995,7092,7507,8044,8601,9153,9788,10875,11700,12144,13135,14138,15255
Pob_Ext_Hombres_50a54anios,,,,,,,,,,,,,,,,,,,,,,,,,,,,1086,1367,1675,2053,2418,2853,3403,3878,4085,4305,4448,4428,4497,4861,5330,5843,6522,7312,8048,8787,9266,9939,10647,11602
Pob_Ext_Hombres_55a59anios,,,,,,,,,,,,,,,,,,,,,,,,,,,,658,754,943,1088,1329,1532,1853,2161,2442,2680,2840,2972,3084,3160,3372,3651,3980,4406,5002,5739,6253,7026,7709,8425
Pob_Ext_Hombres_60a64anios,,,,,,,,,,,,,,,,,,,,,,,,,,,,605,638,681,736,782,857,944,1129,1212,1359,1529,1662,1709,1971,2149,2360,2605,2941,3183,3510,3828,4266,4792,5334
Pob_Ext_Hombres_65a69anios,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,450,507,585,658,724,726,739,765,788,829,873,949,1026,1159,1259,1434,1613,1893,2102,2332,2614,3047,3305
Pob_Ext_Hombres_70a74anios,,,,,,,,,,,,,,,,,,,,,,,,,,,,393,380,385,399,381,394,468,540,585,645,697,660,635,624,648,696,768,858,956,1085,1204,1413,1627,1920
Pob_Ext_Hombres_75a79anios,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,304,331,352,358,346,361,362,371,340,338,403,438,477,530,563,530,535,553,585,643,746,858,968
Pob_Ext_Hombres_80a84anios,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,152,160,173,196,214,227,239,279,274,284,277,275,264,250,248,310,327,374,417,436,444,474,486
Pob_Ext_Hombres_85a89anios,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,72,80,85,93,100,96,98,93,111,125,132,150,177,178,191,173,166,163,161,164,217,264,300
Pob_Ext_Hombres_90ymasanios,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,41,44,44,43,41,49,51,48,45,42,45,48,54,58,71,73,80,87,98,96,102,95,113
Pob_Ext_Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,26757,33132,39823,47128,54992,63852,73082,80388,83868,86504,88097,87158,85625,87167,90633,95491,102052,110400,121579,127376,130338,143557,154429,166121
Pob_Ext_Mujeres_0a4anios,,,,,,,,,,,,,,,,,,,,,,,,,,,,907,1093,1223,1308,1386,1520,1611,1490,1214,1037,893,719,645,597,598,718,904,1092,1336,1191,1053,1314,1349,1412
Pob_Ext_Mujeres_5a9anios,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,1452,1863,2249,2750,3144,3388,3487,3406,3229,3035,2694,2301,1990,1743,1587,1720,1963,2410,2635,2900,3633,4032,4203
Pob_Ext_Mujeres_10a14anios,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104,1437,1774,2074,2534,3090,3677,4088,4346,4530,4484,4246,4068,4000,3953,3887,3784,3621,3579,3442,3355,4113,4674,5442
Pob_Ext_Mujeres_15a19anios,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270,1761,2276,2780,3190,3666,4103,4327,4340,4542,4798,4965,4865,5079,5354,5584,5838,6065,6287,6112,5992,6522,6685,6883
Pob_Ext_Mujeres_20a24anios,,,,,,,,,,,,,,,,,,,,,,,,,,,,2389,3235,4078,4969,5855,6901,7964,8616,8440,8033,7457,6885,6369,6279,6618,7196,7999,8927,10220,10392,10068,11000,11827,12496
Pob_Ext_Mujeres_25a29anios,,,,,,,,,,,,,,,,,,,,,,,,,,,,3404,4408,5464,6653,7953,9408,10935,11965,12232,12184,11835,11089,10347,9834,9679,9835,10254,11301,12663,13308,13390,14743,15748,17046
Pob_Ext_Mujeres_30a34anios,,,,,,,,,,,,,,,,,,,,,,,,,,,,3814,4574,5526,6608,7670,8835,10228,11563,12346,13053,13376,13079,12471,12423,12534,12707,13172,13937,15106,15583,15456,16630,17771,18950
Pob_Ext_Mujeres_35a39anios,,,,,,,,,,,,,,,,,,,,,,,,,,,,3510,4195,4794,5606,6585,7690,8747,9887,10468,10929,11377,11605,11744,12188,12905,13688,14477,15307,16475,16844,16829,17818,18806,19698
Pob_Ext_Mujeres_40a44anios,,,,,,,,,,,,,,,,,,,,,,,,,,,,2503,3101,3719,4481,5239,6137,6972,7758,8395,8904,9453,9617,9755,10134,10604,11339,12316,13594,14944,16077,16596,17950,18807,19945
Pob_Ext_Mujeres_45a49anios,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795,2192,2732,3122,3687,4328,5171,5816,6429,6855,7308,7530,7621,8080,8662,9305,9949,10727,11963,12753,13450,14763,16054,17144
Pob_Ext_Mujeres_50a54anios,,,,,,,,,,,,,,,,,,,,,,,,,,,,1245,1564,1834,2216,2598,3025,3515,4072,4316,4697,5001,5292,5598,6001,6483,7054,7671,8377,9181,10014,10606,11646,12573,13763
Pob_Ext_Mujeres_55a59anios,,,,,,,,,,,,,,,,,,,,,,,,,,,,831,971,1161,1425,1647,1938,2280,2503,2849,3119,3378,3535,3676,3920,4324,4742,5313,5919,6729,7342,7905,8859,9656,10501
Pob_Ext_Mujeres_60a64anios,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,773,855,920,1035,1174,1332,1506,1689,1864,2034,2195,2286,2520,2757,3076,3465,3890,4297,4727,5102,5873,6614,7531
Pob_Ext_Mujeres_65a69anios,,,,,,,,,,,,,,,,,,,,,,,,,,,,488,625,711,835,922,968,943,1004,1011,1078,1172,1228,1314,1487,1645,1853,2062,2338,2742,3008,3309,3800,4311,4793
Pob_Ext_Mujeres_70a74anios,,,,,,,,,,,,,,,,,,,,,,,,,,,,547,568,566,580,569,588,738,810,878,935,946,857,894,900,970,1053,1187,1329,1524,1697,1927,2223,2518,2962
Pob_Ext_Mujeres_75a79anios,,,,,,,,,,,,,,,,,,,,,,,,,,,,462,482,516,541,553,592,601,569,580,539,532,613,661,739,803,825,816,854,875,956,1041,1218,1421,1626
Pob_Ext_Mujeres_80a84anios,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,332,342,353,407,430,446,475,483,491,518,513,477,466,431,421,512,558,636,683,714,739,804,880
Pob_Ext_Mujeres_85a89anios,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,233,239,226,229,239,249,263,259,307,320,322,338,350,363,401,375,348,343,330,339,417,478,531
Pob_Ext_Mujeres_90ymasanios,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,135,151,183,182,177,180,191,187,178,181,174,195,180,207,220,238,253,269,282,306,296,301,315
